concept,random_control,layer,target_class,target_class_idx,sign_count,magnitude,n_examples,cav_accuracy,n_concept,n_random
high_polyphony,random_control_01,classifier.1,country,1,0.610051993067591,0.004680127598687464,2308,0.8333333134651184,30,30
high_polyphony,random_control_01,classifier.1,jazz,2,0.7201298701298702,0.010990130525179111,1540,0.8333333134651184,30,30
high_polyphony,random_control_01,classifier.1,pop,3,0.32673667205169626,-0.00611715475232709,2476,0.8333333134651184,30,30
high_polyphony,random_control_01,classifier.1,rock,4,0.24096848578589591,-0.014046880887602265,2602,0.8333333134651184,30,30
high_polyphony,random_control_01,classifier.1,traditional,5,0.6114285724503653,0.008175205301626453,350,0.8333333134651184,30,30
high_polyphony,random_control_02,classifier.1,classical,0,0.5955334987839556,0.0009617285621548926,1209,0.8333333134651184,30,30
high_polyphony,random_control_02,classifier.1,country,1,0.8457538994800693,0.018268100575154947,2308,0.8333333134651184,30,30
high_polyphony,random_control_02,classifier.1,jazz,2,0.35974025974025975,-0.00713459384845352,1540,0.8333333134651184,30,30
high_polyphony,random_control_02,classifier.1,pop,3,0.6478190631011383,0.006046569161041849,2476,0.8333333134651184,30,30
high_polyphony,random_control_02,classifier.1,rock,4,0.4427363567403607,-0.0036231702470831246,2602,0.8333333134651184,30,30
high_polyphony,random_control_02,classifier.1,traditional,5,0.5085714289120266,1.4251619577407836e-05,350,0.8333333134651184,30,30
high_polyphony,random_control_03,classifier.1,classical,0,0.6186931348468174,0.006433252903430224,1209,0.6666666865348816,30,30
high_polyphony,random_control_03,classifier.1,country,1,0.6334488734835355,0.006333792094702944,2308,0.6666666865348816,30,30
high_polyphony,random_control_03,classifier.1,jazz,2,0.7006493506493506,0.010120390812781724,1540,0.6666666865348816,30,30
high_polyphony,random_control_03,classifier.1,pop,3,0.5912762520193862,0.005245038063900307,2476,0.6666666865348816,30,30
high_polyphony,random_control_03,classifier.1,rock,4,0.20215219064550524,-0.015758577574239176,2602,0.6666666865348816,30,30
high_polyphony,random_control_03,classifier.1,traditional,5,0.4857142870766776,0.004304580838153405,350,0.6666666865348816,30,30
high_polyphony,random_control_04,classifier.1,classical,0,0.4317617866128215,-0.0021121128284309993,1209,0.75,30,30
high_polyphony,random_control_04,classifier.1,country,1,0.4033795493934142,-0.0027913741325149297,2308,0.75,30,30
high_polyphony,random_control_04,classifier.1,jazz,2,0.8480519480519481,0.01972338112627531,1540,0.75,30,30
high_polyphony,random_control_04,classifier.1,pop,3,0.40226171243941844,-0.0032963563070477547,2476,0.75,30,30
high_polyphony,random_control_04,classifier.1,rock,4,0.17025365104911697,-0.019667741654299024,2602,0.75,30,30
high_polyphony,random_control_04,classifier.1,traditional,5,0.29142857210976736,-0.013269791528582573,350,0.75,30,30
high_polyphony,random_control_05,classifier.1,classical,0,0.08023159636062861,-0.021434958038175272,1209,0.75,30,30
high_polyphony,random_control_05,classifier.1,country,1,0.4770363951473137,-0.002171759681588126,2308,0.75,30,30
high_polyphony,random_control_05,classifier.1,jazz,2,0.7155844155844155,0.009122349111387483,1540,0.75,30,30
high_polyphony,random_control_05,classifier.1,pop,3,0.46809369951534735,-0.0010476032291164379,2476,0.75,30,30
high_polyphony,random_control_05,classifier.1,rock,4,0.30361260569365917,-0.011087000866826454,2602,0.75,30,30
high_polyphony,random_control_05,classifier.1,traditional,5,0.35428571479661125,-0.008522162437438965,350,0.75,30,30
high_polyphony,random_control_06,classifier.1,classical,0,0.28287841191067,-0.007351492866688863,1209,0.75,30,30
high_polyphony,random_control_06,classifier.1,country,1,0.1707105719237435,-0.014971737372180514,2308,0.75,30,30
high_polyphony,random_control_06,classifier.1,jazz,2,0.4792207792207792,-0.00031160432966305065,1540,0.75,30,30
high_polyphony,random_control_06,classifier.1,pop,3,0.4277059774310215,-0.0007497763467323703,2476,0.75,30,30
high_polyphony,random_control_06,classifier.1,rock,4,0.49039200614911604,2.7067444432558325e-05,2602,0.75,30,30
high_polyphony,random_control_06,classifier.1,traditional,5,0.38857142891202656,-0.006831611080893449,350,0.75,30,30
high_polyphony,random_control_07,classifier.1,classical,0,0.21257237386269645,-0.013017395637602822,1209,0.8333333134651184,30,30
high_polyphony,random_control_07,classifier.1,country,1,0.6876083188908145,0.009200245340918053,2308,0.8333333134651184,30,30
high_polyphony,random_control_07,classifier.1,jazz,2,0.9415584415584416,0.035200951296787755,1540,0.8333333134651184,30,30
high_polyphony,random_control_07,classifier.1,pop,3,0.6102584815179396,0.008667371978664316,2476,0.8333333134651184,30,30
high_polyphony,random_control_07,classifier.1,rock,4,0.14488854727705655,-0.020293080334556644,2602,0.8333333134651184,30,30
high_polyphony,random_control_07,classifier.1,traditional,5,0.39428571496691023,-0.007780266925692558,350,0.8333333134651184,30,30
high_polyphony,random_control_08,classifier.1,classical,0,0.818031431082559,0.014675606058708664,1209,0.5833333134651184,30,30
high_polyphony,random_control_08,classifier.1,country,1,0.5324956672443674,0.00047773344117818815,2308,0.5833333134651184,30,30
high_polyphony,random_control_08,classifier.1,jazz,2,0.6272727272727273,0.004551631586577792,1540,0.5833333134651184,30,30
high_polyphony,random_control_08,classifier.1,pop,3,0.6130856219709209,0.004128675503593829,2476,0.5833333134651184,30,30
high_polyphony,random_control_08,classifier.1,rock,4,0.13950807072056157,-0.020964074257094067,2602,0.5833333134651184,30,30
high_polyphony,random_control_08,classifier.1,traditional,5,0.24571428639548165,-0.020636104813643863,350,0.5833333134651184,30,30
high_polyphony,random_control_09,classifier.1,classical,0,0.5516956162856964,0.005690968319091166,1209,0.8333333134651184,30,30
high_polyphony,random_control_09,classifier.1,country,1,0.39428076256499134,-0.004434668268133568,2308,0.8333333134651184,30,30
high_polyphony,random_control_09,classifier.1,jazz,2,0.7487012987012988,0.01319728848681628,1540,0.8333333134651184,30,30
high_polyphony,random_control_09,classifier.1,pop,3,0.48465266558966075,0.0004769040101248416,2476,0.8333333134651184,30,30
high_polyphony,random_control_09,classifier.1,rock,4,0.19062259804735177,-0.016169783818198342,2602,0.8333333134651184,30,30
high_polyphony,random_control_09,classifier.1,traditional,5,0.5771428574834551,0.006102397081309131,350,0.8333333134651184,30,30
irregular_ioi,random_control_00,classifier.1,classical,0,0.978494623655914,0.06242025966507231,1209,0.8333333134651184,30,30
irregular_ioi,random_control_00,classifier.1,country,1,0.29809358752166376,-0.012082292353516474,2308,0.8333333134651184,30,30
irregular_ioi,random_control_00,classifier.1,jazz,2,0.07727272727272727,-0.03500409859728504,1540,0.8333333134651184,30,30
irregular_ioi,random_control_00,classifier.1,pop,3,0.1983037156704362,-0.018252424196143046,2476,0.8333333134651184,30,30
irregular_ioi,random_control_00,classifier.1,rock,4,0.5372790160956152,9.350533501247229e-05,2602,0.8333333134651184,30,30
irregular_ioi,random_control_00,classifier.1,traditional,5,0.7485714295932225,0.016812424127544676,350,0.8333333134651184,30,30
irregular_ioi,random_control_01,classifier.1,classical,0,0.9826302729528535,0.06580296104559728,1209,0.9166666865348816,30,30
irregular_ioi,random_control_01,classifier.1,country,1,0.541161178509532,0.0010957765918341263,2308,0.9166666865348816,30,30
irregular_ioi,random_control_01,classifier.1,jazz,2,0.3422077922077922,-0.011223345205139417,1540,0.9166666865348816,30,30
irregular_ioi,random_control_01,classifier.1,pop,3,0.09369951537140737,-0.025150737916277376,2476,0.9166666865348816,30,30
irregular_ioi,random_control_01,classifier.1,rock,4,0.5061491161561947,-0.00027899348796585105,2602,0.9166666865348816,30,30
irregular_ioi,random_control_01,classifier.1,traditional,5,0.8485714302744184,0.029959462785295078,350,0.9166666865348816,30,30
irregular_ioi,random_control_02,classifier.1,classical,0,0.9445822994210091,0.05292661733019441,1209,0.8333333134651184,30,30
irregular_ioi,random_control_02,classifier.1,country,1,0.26429809358752165,-0.0166417288596369,2308,0.8333333134651184,30,30
irregular_ioi,random_control_02,classifier.1,jazz,2,0.3448051948051948,-0.00993118416276071,1540,0.8333333134651184,30,30
irregular_ioi,random_control_02,classifier.1,pop,3,0.4103392569622046,-0.005341093236639169,2476,0.8333333134651184,30,30
irregular_ioi,random_control_02,classifier.1,rock,4,0.19830899308224442,-0.013880450096515385,2602,0.8333333134651184,30,30
irregular_ioi,random_control_02,classifier.1,traditional,5,0.720000000681196,0.014925440001700605,350,0.8333333134651184,30,30
irregular_ioi,random_control_03,classifier.1,classical,0,0.989247311827957,0.04822891424629588,1209,0.9166666865348816,30,30
irregular_ioi,random_control_03,classifier.1,country,1,0.432842287694974,-0.0031890198511702605,2308,0.9166666865348816,30,30
irregular_ioi,random_control_03,classifier.1,jazz,2,0.09090909090909091,-0.03327236540325276,1540,0.9166666865348816,30,30
irregular_ioi,random_control_03,classifier.1,pop,3,0.3905492730210016,-0.008320723423039952,2476,0.9166666865348816,30,30
irregular_ioi,random_control_03,classifier.1,rock,4,0.4565718678856336,-0.0013423501970253593,2602,0.9166666865348816,30,30
irregular_ioi,random_control_03,classifier.1,traditional,5,0.5971428591864449,0.01663746766746044,350,0.9166666865348816,30,30
irregular_ioi,random_control_04,classifier.1,classical,0,0.9520264681555004,0.0336856336060933,1209,0.75,30,30
irregular_ioi,random_control_04,classifier.1,country,1,0.6503466204506065,0.007491776432383618,2308,0.75,30,30
irregular_ioi,random_control_04,classifier.1,jazz,2,0.23766233766233766,-0.01597245494508511,1540,0.75,30,30
irregular_ioi,random_control_04,classifier.1,pop,3,0.28513731827932337,-0.011034902221311082,2476,0.75,30,30
irregular_ioi,random_control_04,classifier.1,rock,4,0.7305918525586579,0.014700403006075896,2602,0.75,30,30
irregular_ioi,random_control_04,classifier.1,traditional,5,0.4971428574834551,-0.0004716935008764267,350,0.75,30,30
irregular_ioi,random_control_05,classifier.1,classical,0,0.9189412737799835,0.03115029461108721,1209,0.9166666865348816,30,30
irregular_ioi,random_control_05,classifier.1,country,1,0.4254766031195841,-0.0016758426260429094,2308,0.9166666865348816,30,30
irregular_ioi,random_control_05,classifier.1,jazz,2,0.30064935064935067,-0.01152027833650445,1540,0.9166666865348816,30,30
irregular_ioi,random_control_05,classifier.1,pop,3,0.23021001615508885,-0.014095608898783057,2476,0.9166666865348816,30,30
irregular_ioi,random_control_05,classifier.1,rock,4,0.6060722521595732,0.009434730807057283,2602,0.9166666865348816,30,30
irregular_ioi,random_control_05,classifier.1,traditional,5,0.6742857153075082,0.01852863105812243,350,0.9166666865348816,30,30
irregular_ioi,random_control_06,classifier.1,classical,0,0.9247311827956989,0.03851656419147234,1209,0.8333333134651184,30,30
irregular_ioi,random_control_06,classifier.1,country,1,0.5207972270363952,0.0024755512476387067,2308,0.8333333134651184,30,30
irregular_ioi,random_control_06,classifier.1,jazz,2,0.38181818181818183,-0.003291283270295758,1540,0.8333333134651184,30,30
irregular_ioi,random_control_06,classifier.1,pop,3,0.49111470122714806,-0.0021973273548356264,2476,0.8333333134651184,30,30
irregular_ioi,random_control_06,classifier.1,rock,4,0.4654112221597251,-0.0011592347852710206,2602,0.8333333134651184,30,30
irregular_ioi,random_control_06,classifier.1,traditional,5,0.6457142857142857,0.014589881881007126,350,0.8333333134651184,30,30
irregular_ioi,random_control_07,classifier.1,classical,0,0.8709677419354839,0.022067407030547524,1209,0.75,30,30
irregular_ioi,random_control_07,classifier.1,country,1,0.5879549393414212,0.005175494825373851,2308,0.75,30,30
irregular_ioi,random_control_07,classifier.1,jazz,2,0.6428571428571429,0.011060602855929113,1540,0.75,30,30
irregular_ioi,random_control_07,classifier.1,pop,3,0.14418416802496056,-0.015347747770115517,2476,0.75,30,30
irregular_ioi,random_control_07,classifier.1,rock,4,0.5084550345429634,0.0027656043623055086,2602,0.75,30,30
irregular_ioi,random_control_07,classifier.1,traditional,5,0.5000000020435879,0.008690265858479377,350,0.75,30,30
irregular_ioi,random_control_08,classifier.1,classical,0,0.976013234127051,0.04158939518237824,1209,0.75,30,30
irregular_ioi,random_control_08,classifier.1,country,1,0.6260831889081456,0.009879964295261421,2308,0.75,30,30
irregular_ioi,random_control_08,classifier.1,jazz,2,0.03701298701298701,-0.0385787389495156,1540,0.75,30,30
irregular_ioi,random_control_08,classifier.1,pop,3,0.3299676899185859,-0.008058032733335585,2476,0.75,30,30
irregular_ioi,random_control_08,classifier.1,rock,4,0.5561106841807911,0.0022313541848696396,2602,0.75,30,30
irregular_ioi,random_control_08,classifier.1,traditional,5,0.6400000013623919,0.015391379238239357,350,0.75,30,30
irregular_ioi,random_control_09,classifier.1,classical,0,0.9933829611248967,0.06851130036823605,1209,0.8333333134651184,30,30
irregular_ioi,random_control_09,classifier.1,country,1,0.317157712305026,-0.011903402623534847,2308,0.8333333134651184,30,30
irregular_ioi,random_control_09,classifier.1,jazz,2,0.047402597402597405,-0.03926572098166912,1540,0.8333333134651184,30,30
irregular_ioi,random_control_09,classifier.1,pop,3,0.11752827142956569,-0.022296775340046943,2476,0.8333333134651184,30,30
irregular_ioi,random_control_09,classifier.1,rock,4,0.8612605689306795,0.028320855095260975,2602,0.8333333134651184,30,30
irregular_ioi,random_control_09,classifier.1,traditional,5,0.46000000034059796,0.001732479738337653,350,0.8333333134651184,30,30
long_notes,random_control_00,classifier.1,classical,0,0.9536807278742763,0.037633677841317464,1209,0.6666666865348816,30,30
